OBJECTID,EVENT_SOURCE_ID,DATA_DATE,ROUTE_COMMON_NAME,ROUTE_NAME,HTRIS_ID,ROUTE_ALIAS,START_LABEL,END_LABEL,ADT,ADT_QUALITY,PERCENT_4_TIRE,PERCENT_BUS,PERCENT_TRUCK_2_AXLE,PERCENT_TRUCK_3_AXLE,PERCENT_TRUCK_1_TRAIL,PERCENT_TRUCK_2_TRAIL,CLASS_QUALITY_CODE,K_FACTOR,K_FACTOR_QUALITY_CODE,DIRECTION_FACTOR,AAWDT,AAWDT_QUALITY_CODE,LOC_COMP_DIRECTIONALITY_NAME,ROUTE_FROM_MEASURE,FROM_JURISDICTION,ROUTE_TO_MEASURE,TO_JURISDICTION,PEAK_SINGLE_UNIT_TRUCK,PEAK_COMBINATION_TRUCK,EVENT_LOCATION_ID,EVENT_COMPONENT_ID,MAXIMUMSCALEDENOMINATOR,ROUTE_COMMON_NAME_ADT,FROM_DISTRICT,TO_DISTRICT,RTE_TYPE_CD,RTE_ID,Shape__Length
369,792893,2016/07/20 00:00:00+00,SC-5993E (Chesterfield County),R-VA020SC05993EB,2005993,          ,20-5991; 20-5992,20-7132 Redwick Dr,130,R,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.16,Chesterfield County,,,1,1,24000,SC-5993E (Chesterfield County) - ADT 130,Richmond,Richmond,SC,2523543,362.0418408
370,754040,2019/09/04 00:00:00+00,SC-731E (Montgomery County),R-VA060SC00731EB,6000731,          ,NCL Christiansburg,NCL Christiansburg,180,R,,,,,,,X,,X,,,X,Bidirectional,0,Montgomery County,0.08,Montgomery County,,,1,1,24000,SC-731E (Montgomery County) - ADT 180,Salem,Salem,SC,1679508,185.0909584
371,748364,2021/08/02 00:00:00+00,SC-674N (King and Queen County),R-VA049SC00674NB,4900674,          ,Dead End,49-605 Chain Ferry Rd,90,T,,,,,,,X,,X,,,X,Bidirectional,0,King and Queen County,0.29,King and Queen County,,,1,1,24000,SC-674N (King and Queen County) - ADT 90,Fredericksburg,Fredericksburg,SC,2181350,585.2950437
372,779109,2022/01/27 00:00:00+00,SC-715E (York County),R-VA099SC00715EB,9900715,          ,"99-717 W, Old Landing Rd","99-717 E, Old Landing Rd",250,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.2,York County,,,1,1,24000,SC-715E (York County) - ADT 250,Hampton Roads,Hampton Roads,SC,1939403,407.8524305
374,782214,2016/09/14 00:00:00+00,SC-3259N (Chesterfield County),R-VA020SC03259NB,2003259,          ,SR 10 Iron Bridge Rd,Cul-de-Sac; Ukrop Park,6700,R,,,,,,,X,,X,,,X,Master Prime,0.01,Chesterfield County,0.68,Chesterfield County,,,1,2,24000,SC-3259N (Chesterfield County) - ADT 6700,Richmond,Richmond,SC,1390946,1352.117658
375,742447,2020/07/15 00:00:00+00,SC-637N (Greene County),R-VA039SC00637NB,3900637,          ,SR 230 Madison Rd,39-1001 Ford Ave,40,R,,,,,,,X,,X,,,X,Bidirectional,0,Greene County,0.3,Greene County,,,1,1,24000,SC-637N (Greene County) - ADT 40,Culpeper,Culpeper,SC,1408469,644.8340514
376,770591,2020/07/20 00:00:00+00,SC-679N (Shenandoah County),R-VA085SC00679NB,8500679,          ,85-681 Osceola Rd,85-682 Readus Rd,270,R,,,,,,,X,,X,,,X,Bidirectional,0.76,Shenandoah County,1.01,Shenandoah County,,,1,1,24000,SC-679N (Shenandoah County) - ADT 270,Staunton,Staunton,SC,1667012,470.5585492
377,793244,2014/02/19 00:00:00+00,SC-2360N (Loudoun County),R-VA053SC02360NB,5302360,          ,53-2348 Glebe View Dr,Cul-de-Sac,210,R,,,,,,,X,,X,,,X,Bidirectional,0,Loudoun County,0.18,Loudoun County,,,1,1,24000,SC-2360N (Loudoun County) - ADT 210,Northern Virginia,Northern Virginia,SC,2018001,355.6624414
378,716276,2018/05/31 00:00:00+00,SC-2920E (Chesterfield County),R-VA020SC02920EB,2002920,          ,20-2921 Watkins Glen Rd,20-604 Genito Rd,1100,R,,,,,,,X,,X,,,X,Bidirectional,1.02,Chesterfield County,1.05,Chesterfield County,,,1,1,24000,SC-2920E (Chesterfield County) - ADT 1100,Richmond,Richmond,SC,1387795,69.92898333
379,602056,2024/01/01 00:00:00+00,Callahan DR (PR - City of Alexandria),S-VA100PR CALLAHAN DR,14712,          ,SR 7 King St,SR 236 Duke St,16000,F,97.58002,0.6747,1.36333,0.2565,0.12547,0,C,0.0866,F,0.6031,18000,X,Master Prime,0.157,City of Alexandria,0.22,City of Alexandria,0.11604,0.0052,1,2,24000,Callahan DR (PR - City of Alexandria) - ADT 16000,Northern Virginia,Northern Virginia,ST,9067913,150.869742
380,770692,2020/07/22 00:00:00+00,SC-709N (Shenandoah County),R-VA085SC00709NB,8500709,          ,85-703 Conicville Rd,85-706 Stout Rd,70,R,,,,,,,X,,X,,,X,Bidirectional,3.64,Shenandoah County,3.77,Shenandoah County,,,1,1,24000,SC-709N (Shenandoah County) - ADT 70,Staunton,Staunton,SC,1667525,249.3414376
381,794339,2021/11/10 00:00:00+00,SC-7199N (Chesterfield County),R-VA020SC07199NB,2007199,          ,20-5131 Longmeadow Lane,Cul-de-Sac,320,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.21,Chesterfield County,,,1,1,24000,SC-7199N (Chesterfield County) - ADT 320,Richmond,Richmond,SC,2563422,441.849729
382,779472,2019/01/16 00:00:00+00,SC-1228E (York County),R-VA099SC01228EB,9901228,          ,99-1229 Brook Rd,99-1222 Brook Rd,580,R,,,,,,,X,,X,,,X,Bidirectional,0.21,York County,0.33,York County,,,1,1,24000,SC-1228E (York County) - ADT 580,Hampton Roads,Hampton Roads,SC,1940544,285.6017681
383,770458,2017/11/27 00:00:00+00,SC-620N (Shenandoah County),R-VA085SC00620NB,8500620,          ,GW Natl For Bndy,"US 211 W, Lee Hwy",90,R,,,,,,,X,,X,,,X,Bidirectional,2.4,Shenandoah County,3.33,Shenandoah County,,,1,1,24000,SC-620N (Shenandoah County) - ADT 90,Staunton,Staunton,SC,1666567,1678.17975
384,677401,2024/01/01 00:00:00+00,Lynn Shores DR (NP - City of Virginia Beach),S-VA134NP LYNN SHORES DR,24938,          ,US 58 Va Beach Blvd,Edinburg Dr,2700,F,98.52917,0.21245,0.94787,0.17977,0.13074,0,C,0.0891,F,0.5786,3000,X,Master Non-Prime,0.06,City of Virginia Beach,0.17,City of Virginia Beach,0.15949,0.03208,1,4,24000,Lynn Shores DR (NP - City of Virginia Beach) - ADT 2700,Hampton Roads,Hampton Roads,ST,9216934,239.4277002
385,770883,2017/09/22 00:00:00+00,SC-793N (Shenandoah County),R-VA085SC00793NB,8500793,          ,85-679 Rittenour Rd,85-680 Coffmantown Rd,20,R,,,,,,,X,,X,,,X,Bidirectional,0,Shenandoah County,0.15,Shenandoah County,,,1,1,24000,SC-793N (Shenandoah County) - ADT 20,Staunton,Staunton,SC,1667718,324.8653091
386,780233,2022/01/27 00:00:00+00,SC-1830N (York County),R-VA099SC01830NB,9901830,          ,99-1834 Glenkinchiey Court,99-1835 Kraft CT,340,R,,,,,,,X,,X,,,X,Bidirectional,0.05,York County,0.09,York County,,,1,1,24000,SC-1830N (York County) - ADT 340,Hampton Roads,Hampton Roads,SC,1716443,83.7387998
388,780164,2019/05/01 00:00:00+00,SC-1753E (York County),R-VA099SC01753EB,9901753,          ,99-1754 Cranwood Court,99-1750 Owen Davis Blvd,730,R,,,,,,,X,,X,,,X,Bidirectional,0.13,York County,0.2,York County,,,1,1,24000,SC-1753E (York County) - ADT 730,Hampton Roads,Hampton Roads,SC,1598346,151.2494412
389,400052,2024/01/01 00:00:00+00,SC-708N (Amelia County),R-VA004SC00708NB,400708,          ,04-610 Wills Rd,"04-600 E, Burton Rd",410,F,95.61201,0.11547,0,1.38568,2.88684,0,C,0.139,F,0.5323,420,X,Bidirectional,6.07,Amelia County,8.24,Amelia County,0.22379,0.22379,1,1,24000,SC-708N (Amelia County) - ADT 410,Richmond,Richmond,SC,1951649,4344.064483
390,777006,2023/03/22 00:00:00+00,SC-1132E (Washington County),R-VA095SC01132EB,9501132,          ,Cul-de-Sac,95-1130 Pioneer Dr,40,T,,,,,,,X,,X,,,X,Bidirectional,0,Washington County,0.06,Washington County,,,1,1,24000,SC-1132E (Washington County) - ADT 40,Bristol,Bristol,SC,2247886,111.0044378
392,770738,2024/01/01 00:00:00+00,SC-720E (Shenandoah County),R-VA085SC00720EB,8500720,          ,"SR 263 E, Orkney Grade",85-798 Creek Lane,80,G,93.10346,5.51724,0.68966,0,0.68966,0,C,0.1667,F,0.7273,70,G,Bidirectional,12.92,Shenandoah County,13.62,Shenandoah County,0,0,1,1,24000,SC-720E (Shenandoah County) - ADT 80,Staunton,Staunton,SC,1898889,1364.87585
393,786945,2022/01/27 00:00:00+00,SC-1714W (York County),R-VA099SC01714WB,  9901714W    ,          ,99-1718 Sandalewood Ln,Loop,40,R,,,,,,,X,,X,,,X,Master Non-Prime,0.078,York County,0.12,York County,,,1,3,24000,SC-1714W (York County) - ADT 40,Hampton Roads,Hampton Roads,SC,2414707,81.71834619
394,748249,2021/11/30 00:00:00+00,SC-606N (King and Queen County),R-VA049SC00606NB,4900606,          ,49-605 York River Rd,49-601 Stratton Major Rd,170,R,,,,,,,X,,X,,,X,Bidirectional,0,King and Queen County,2.4,King and Queen County,,,1,1,24000,SC-606N (King and Queen County) - ADT 170,Fredericksburg,Fredericksburg,SC,1402325,4735.293332
395,707165,2022/09/08 00:00:00+00,SC-771E (Botetourt County),R-VA011SC00771EB,1100771,          ,11-658 Laymantown Rd,Dead End,120,T,,,,,,,X,,X,,,X,Bidirectional,1.51,Botetourt County,1.69,Botetourt County,,,1,1,24000,SC-771E (Botetourt County) - ADT 120,Salem,Salem,SC,1954124,372.5521931
396,734794,2014/12/08 00:00:00+00,SC-7178E (Fairfax County),R-VA029SC07178EB,2907178,          ,29-7160 Jasper Ct,Cul-de-Sac,350,R,,,,,,,X,,X,,,X,Bidirectional,0.05,Fairfax County,0.22,Fairfax County,,,1,1,24000,SC-7178E (Fairfax County) - ADT 350,Northern Virginia,Northern Virginia,SC,1774094,317.9207652
397,793517,2022/03/22 00:00:00+00,SC-1416E (York County),R-VA099SC01416EB,9901416,          ,99-1413 Skimino Landing,Cul-de-Sac,120,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.19,York County,,,1,1,24000,SC-1416E (York County) - ADT 120,Hampton Roads,Hampton Roads,SC,1714244,383.1311805
398,702930,2018/04/18 00:00:00+00,SC-713N (Amelia County),R-VA004SC00713NB,400713,          ,04-609 Royalton Rd,Dead End,120,R,,,,,,,X,,X,,,X,Bidirectional,0,Amelia County,0.6,Amelia County,,,1,1,24000,SC-713N (Amelia County) - ADT 120,Richmond,Richmond,SC,1951667,1769.289635
399,777198,2023/02/15 00:00:00+00,SC-1546E (Washington County),R-VA095SC01546EB,9501546,          ,95-1544 Avondale Rd,95-1544 Avondale Rd,130,R,,,,,,,X,,X,,,X,Bidirectional,0,Washington County,0.23,Washington County,,,1,1,24000,SC-1546E (Washington County) - ADT 130,Bristol,Bristol,SC,2248522,463.2958927
400,715726,2018/07/02 00:00:00+00,SC-2657N (Chesterfield County),R-VA020SC02657NB,2002657,          ,Dead End,SCL Richmond,750,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.11,Chesterfield County,,,1,1,24000,SC-2657N (Chesterfield County) - ADT 750,Richmond,Richmond,SC,2547532,213.9597296
401,779720,2022/06/22 00:00:00+00,SC-1442N (York County),R-VA099SC01442NB,9901442,          ,99-1443 Flintlock Rd,99-1440 Percussion Rd,470,R,,,,,,,X,,X,,,X,Bidirectional,0.3,York County,0.46,York County,,,1,1,24000,SC-1442N (York County) - ADT 470,Hampton Roads,Hampton Roads,SC,1596697,324.7989346
402,705296,2022/12/07 00:00:00+00,SC-1728E (Augusta County),R-VA007SC01728EB,701728,          ,07-1721 Grandview Dr,07-1720 Cardinal Lane,140,T,,,,,,,X,,X,,,X,Bidirectional,0,Augusta County,0.06,Augusta County,,,1,1,24000,SC-1728E (Augusta County) - ADT 140,Staunton,Staunton,SC,1953174,113.9328704
403,789938,2024/01/01 00:00:00+00,First Colonial RD Ramp 0A (UK - City of Virginia Beach),S-VA134UK FIRST COLONIAL RD RMP000.00A,,          ,First Colonial Rd,I-264 West,12000,G,,,,,,,X,0.0903,F,1,12000,X,Master Prime,0,Princess Anne Maintenance Area,0.19,Princess Anne Maintenance Area,,,1,1,24000,First Colonial RD Ramp 0A (UK - City of Virginia Beach) - ADT 12000,Hampton Roads,Hampton Roads,ST,2020950,505.2455877
404,775852,2024/03/18 00:00:00+00,SC-655N (Tazewell County),R-VA092SC00655NB,9200655,          ,1.74 MN 92-762 Angles Hollow Rd,"92-650 S, Wrights Valley Rd",240,R,,,,,,,X,,X,,,X,Bidirectional,2.74,Tazewell County,2.9,Tazewell County,,,1,1,24000,SC-655N (Tazewell County) - ADT 240,Bristol,Bristol,SC,2029570,309.8745921
405,794737,2021/11/10 00:00:00+00,SC-7224N (Chesterfield County),R-VA020SC07224NB,2007224,          ,Cul-de-Sac,20-7223 Spring Glen Dr,90,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.05,Chesterfield County,,,1,1,24000,SC-7224N (Chesterfield County) - ADT 90,Richmond,Richmond,SC,2550409,105.8216929
406,779147,2022/06/14 00:00:00+00,SC-722E (York County),R-VA099SC00722EB,9900722,          ,99-723 Fillmore Dr,"99-719 W, Westover Dr",320,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.15,York County,,,1,1,24000,SC-722E (York County) - ADT 320,Hampton Roads,Hampton Roads,SC,2145877,308.9979993
407,748349,2015/06/02 00:00:00+00,SC-661N (King and Queen County),R-VA049SC00661NB,4900661,          ,Dead End,49-687 Simpson Creek Rd,20,R,,,,,,,X,,X,,,X,Bidirectional,0,King and Queen County,0.37,King and Queen County,,,1,1,24000,SC-661N (King and Queen County) - ADT 20,Fredericksburg,Fredericksburg,SC,1866261,689.3890748
409,782214,2016/09/14 00:00:00+00,SC-3259N (Chesterfield County),R-VA020SC03259NB,2003259,          ,SR 10 Iron Bridge Rd,Cul-de-Sac; Ukrop Park,6700,R,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.01,Chesterfield County,,,1,1,24000,SC-3259N (Chesterfield County) - ADT 6700,Richmond,Richmond,SC,1390946,24.90599515
410,770590,2017/09/22 00:00:00+00,SC-679N (Shenandoah County),R-VA085SC00679NB,8500679,          ,85-675 Stoney Creek Rd,85-681 Osceola Rd,1800,R,,,,,,,X,,X,,,X,Bidirectional,0,Shenandoah County,0.76,Shenandoah County,,,1,1,24000,SC-679N (Shenandoah County) - ADT 1800,Staunton,Staunton,SC,1667012,1443.115347
412,716270,2018/05/31 00:00:00+00,SC-2920E (Chesterfield County),R-VA020SC02920EB,2002920,          ,20-2984 Garrison Place Dr,20-2977 Arrowood Lane,1200,R,,,,,,,X,,X,,,X,Bidirectional,0.49,Chesterfield County,0.65,Chesterfield County,,,1,1,24000,SC-2920E (Chesterfield County) - ADT 1200,Richmond,Richmond,SC,1387795,310.1186234
413,770728,2020/07/15 00:00:00+00,SC-717N (Shenandoah County),R-VA085SC00717NB,8500717,          ,85-703 Jerome Rd,85-691 Dellinger Acres Rd; Cold Spring Rd,430,R,,,,,,,X,,X,,,X,Bidirectional,6.74,Shenandoah County,9.14,Shenandoah County,,,1,1,24000,SC-717N (Shenandoah County) - ADT 430,Staunton,Staunton,SC,1667626,4659.86342
414,783148,2009/09/14 00:00:00+00,SC-9972E (Chesterfield County),R-VA020SC09972EB,2009972,          ,Parking Rd & Bus Loop,Parking Lot,680,R,,,,,,,X,,X,,,X,Bidirectional,0.187,Chesterfield County,0.47,Chesterfield County,,,1,1,24000,SC-9972E (Chesterfield County) - ADT 680,Richmond,Richmond,SC,2518101,457.7578109
415,779081,2022/01/26 00:00:00+00,SC-703E (York County),R-VA099SC00703EB,9900703,          ,"99-693 WEST, Wormley Creek Dr West",99-1250 Marlbank Dr,350,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.21,York County,,,1,1,24000,SC-703E (York County) - ADT 350,Hampton Roads,Hampton Roads,SC,2145722,443.8211972
416,731258,2001/11/01 00:00:00+00,SC-5119N (Fairfax County),R-VA029SC05119NB,2905119,          ,29-5117 Raintree Rd,Cul-de-Sac,110,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.06,Fairfax County,,,1,1,24000,SC-5119N (Fairfax County) - ADT 110,Northern Virginia,Northern Virginia,SC,1425228,93.15345222
417,705157,2022/12/06 00:00:00+00,SC-1504E (Augusta County),R-VA007SC01504EB,701504,          ,Dead End,07-1510 Stuart Ave,70,T,,,,,,,X,,X,,,X,Bidirectional,0,Augusta County,0.1,Augusta County,,,1,1,24000,SC-1504E (Augusta County) - ADT 70,Staunton,Staunton,SC,1610982,190.1529293
418,727423,2019/11/04 00:00:00+00,SC-3116E (Fairfax County),R-VA029SC03116EB,2903116,          ,29-3119 Coral Lane,29-3108 Forest Haven Dr,320,R,,,,,,,X,,X,,,X,Bidirectional,0.2,Fairfax County,0.39,Fairfax County,,,1,1,24000,SC-3116E (Fairfax County) - ADT 320,Northern Virginia,Northern Virginia,SC,1771274,380.9371747
419,677824,2024/01/01 00:00:00+00,London Bridge RD (NP - City of Virginia Beach),S-VA134NP LONDON BRIDGE RD,28354,          ,Dam Neck Rd,Harpers Rd,16000,F,97.98749,0.31853,1.01639,0.32142,0.35617,0,C,0.0979,F,0.6156,17000,X,Master Non-Prime,4.97,City of Virginia Beach,5.48,City of Virginia Beach,0.0558,0.01664,1,2,24000,London Bridge RD (NP - City of Virginia Beach) - ADT 16000,Hampton Roads,Hampton Roads,ST,9218540,955.9521019
420,729918,2015/01/12 00:00:00+00,SC-4418N (Fairfax County),R-VA029SC04418NB,2904418,          ,29-4419 Prado Pl,29-4496 Acosta Rd,530,R,,,,,,,X,,X,,,X,Bidirectional,0.05,Fairfax County,0.13,Fairfax County,,,1,1,24000,SC-4418N (Fairfax County) - ADT 530,Northern Virginia,Northern Virginia,SC,2087447,152.0582515
421,726527,2016/10/21 00:00:00+00,SC-2754E (Fairfax County),R-VA029SC02754EB,2902754,          ,29-2753 Woodside Dr,Dead End,90,T,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.17,Fairfax County,,,1,1,24000,SC-2754E (Fairfax County) - ADT 90,Northern Virginia,Northern Virginia,SC,1424064,351.9214121
422,716642,2018/07/02 00:00:00+00,SC-3111E (Chesterfield County),R-VA020SC03111EB,2003111,          ,20-3112 Kralan Dr,Dead End,120,T,,,,,,,X,,X,,,X,Bidirectional,0.08,Chesterfield County,0.22,Chesterfield County,,,1,1,24000,SC-3111E (Chesterfield County) - ADT 120,Richmond,Richmond,SC,2169530,287.0416868
423,770535,2017/09/14 00:00:00+00,SC-652N (Shenandoah County),R-VA085SC00652NB,8500652,          ,"85-600 N, Zepp Rd",85-658 Mauser Lane,120,R,,,,,,,X,,X,,,X,Bidirectional,2.94,Shenandoah County,3.34,Shenandoah County,,,1,1,24000,SC-652N (Shenandoah County) - ADT 120,Staunton,Staunton,SC,1666733,789.8193491
424,783547,2019/05/09 00:00:00+00,SC-1446N (Botetourt County),R-VA011SC01446NB,1101446,          ,11-658 Davis Rd,Cul-de-Sac,400,R,,,,,,,X,,X,,,X,Bidirectional,0,Botetourt County,0.4,Botetourt County,,,1,1,24000,SC-1446N (Botetourt County) - ADT 400,Salem,Salem,SC,1613283,778.3648709
425,611133,2024/01/01 00:00:00+00,Bob Morrison BLVD (NP - City of Bristol),S-VA102NP BOB MORRISON BLVD,12842,          ,W State St,US 11 W Euclid Ave,3200,G,98.17317,0.18422,0.5373,0.61406,0.49125,0,C,0.097,F,0.5031,3300,G,Master Non-Prime,0,City of Bristol,0.45,City of Bristol,0.03007,0,1,3,24000,Bob Morrison BLVD (NP - City of Bristol) - ADT 3200,Bristol,Bristol,ST,9074308,917.8805467
427,779185,2019/04/09 00:00:00+00,SC-737E (York County),R-VA099SC00737EB,9900737,          ,Dead End,99-645 Airport Rd,290,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.28,York County,,,1,1,24000,SC-737E (York County) - ADT 290,Hampton Roads,Hampton Roads,SC,1939441,636.4646428
428,716287,2018/07/02 00:00:00+00,SC-2926N (Chesterfield County),R-VA020SC02926NB,2002926,          ,20-2925 Shallowford Landing Rd,Cul-de-Sac,60,T,,,,,,,X,,X,,,X,Bidirectional,0.09,Chesterfield County,0.13,Chesterfield County,,,1,1,24000,SC-2926N (Chesterfield County) - ADT 60,Richmond,Richmond,SC,2169379,71.57300167
429,770461,2020/07/07 00:00:00+00,SC-620N (Shenandoah County),R-VA085SC00620NB,8500620,          ,1.00 MN 85-732,85-826 Woods Chapel Rd,140,R,,,,,,,X,,X,,,X,Bidirectional,8.069,Shenandoah County,8.152,Shenandoah County,,,1,1,24000,SC-620N (Shenandoah County) - ADT 140,Staunton,Staunton,SC,1666567,163.3941966
431,785659,2015/05/21 00:00:00+00,SC-8762N (Fairfax County),R-VA029SC08762NB,2908762,          ,29-8761 Fox Forest Dr,Cul-de-Sac,150,T,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.22,Fairfax County,,,1,1,24000,SC-8762N (Fairfax County) - ADT 150,Northern Virginia,Northern Virginia,SC,2092238,432.3209514
432,779062,2022/01/26 00:00:00+00,SC-691N (York County),R-VA099SC00691NB,9900691,          ,Cul-de-Sac,SR 171 Victory Blvd,170,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.23,York County,,,1,1,24000,SC-691N (York County) - ADT 170,Hampton Roads,Hampton Roads,SC,1594373,512.9580352
433,779561,2022/01/31 00:00:00+00,SC-1275N (York County),R-VA099SC01275NB,9901275,          ,99-1276 Beatties Landing Rd,99-619 Ship Point Rd,160,R,,,,,,,X,,X,,,X,Bidirectional,0.13,York County,0.24,York County,,,1,1,24000,SC-1275N (York County) - ADT 160,Hampton Roads,Hampton Roads,SC,1713694,230.8387917
434,770741,2024/01/01 00:00:00+00,SC-720E (Shenandoah County),R-VA085SC00720EB,8500720,          ,85-742 Georgetown Rd,85-698 Turkey Knob Rd,310,G,95.90164,1.31148,1.14754,0.98361,0.65573,0,C,0.1242,F,0.6216,310,G,Bidirectional,15.72,Shenandoah County,17.02,Shenandoah County,0.33534,0,1,1,24000,SC-720E (Shenandoah County) - ADT 310,Staunton,Staunton,SC,1898889,2642.953187
435,777325,2023/02/15 00:00:00+00,SC-1817E (Washington County),R-VA095SC01817EB,9501817,          ,95-1816 Trinity Dr,95-1819 Halifax Dr,140,R,,,,,,,X,,X,,,X,Bidirectional,0.07,Washington County,0.14,Washington County,,,1,1,24000,SC-1817E (Washington County) - ADT 140,Bristol,Bristol,SC,2248604,133.1739449
437,779231,2019/02/13 00:00:00+00,SC-765N (York County),R-VA099SC00765NB,9900765,          ,F-670 Cardinal Lane,99-776 Frances Circle,90,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.06,York County,,,1,1,24000,SC-765N (York County) - ADT 90,Hampton Roads,Hampton Roads,SC,2246911,117.943953
438,793520,2022/02/15 00:00:00+00,SC-1850N (York County),R-VA099SC01850NB,9901850,          ,99-1738 Kanaway Run,99-606 Running Man Trail,870,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.23,York County,,,1,1,24000,SC-1850N (York County) - ADT 870,Hampton Roads,Hampton Roads,SC,1598899,498.4468197
439,718679,2018/06/20 00:00:00+00,SC-4475E (Chesterfield County),R-VA020SC04475EB,2004475,          ,20-4478 Erin Green Ct,20-609 Centralia Rd,330,R,,,,,,,X,,X,,,X,Bidirectional,0.12,Chesterfield County,0.19,Chesterfield County,,,1,1,24000,SC-4475E (Chesterfield County) - ADT 330,Richmond,Richmond,SC,1392284,150.0616636
441,794310,2014/12/18 00:00:00+00,SC-7166N (Chesterfield County),R-VA020SC07166NB,2007166,          ,Cul-de-Sac,20-667 Otterdale Rd,200,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.34,Chesterfield County,,,1,1,24000,SC-7166N (Chesterfield County) - ADT 200,Richmond,Richmond,SC,2566815,685.3904369
442,706941,2022/10/20 00:00:00+00,SC-643N (Botetourt County),R-VA011SC00643NB,1100643,          ,"11-640 N, Lithia Rd",11-645 Fringer Trail,260,R,,,,,,,X,,X,,,X,Bidirectional,0.34,Botetourt County,0.74,Botetourt County,,,1,1,24000,SC-643N (Botetourt County) - ADT 260,Salem,Salem,SC,2162787,876.8345199
443,728537,2019/11/19 00:00:00+00,SC-3682E (Fairfax County),R-VA029SC03682EB,2903682,          ,29-4003 Parkedge Lane,29-2344 Whispering Lane,400,R,,,,,,,X,,X,,,X,Bidirectional,0.07,Fairfax County,0.19,Fairfax County,,,1,1,24000,SC-3682E (Fairfax County) - ADT 400,Northern Virginia,Northern Virginia,SC,1774576,289.9700583
444,735710,2003/04/01 00:00:00+00,SC-8004N (Fairfax County),R-VA029SC08004NB,2908004,          ,Cul-de-Sac,29-3700 Lakeshire Dr,70,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.06,Fairfax County,,,1,1,24000,SC-8004N (Fairfax County) - ADT 70,Northern Virginia,Northern Virginia,SC,1422036,84.29097886
445,779551,2022/10/20 00:00:00+00,SC-1269E (York County),R-VA099SC01269EB,9901269,          ,Cul-de-Sac,99-1270 Marlin Circle,80,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.05,York County,,,1,1,24000,SC-1269E (York County) - ADT 80,Hampton Roads,Hampton Roads,SC,1596090,107.708069
446,779434,2022/01/26 00:00:00+00,SC-1209E (York County),R-VA099SC01209EB,9901209,          ,99-1219 Meadowfield Rd,99-1218 Brokenbridge Rd,370,R,,,,,,,X,,X,,,X,Bidirectional,0.36,York County,0.45,York County,,,1,1,24000,SC-1209E (York County) - ADT 370,Hampton Roads,Hampton Roads,SC,1713627,192.5163127
447,794749,2021/11/10 00:00:00+00,SC-7244N (Chesterfield County),R-VA020SC07244NB,2007244,          ,20-7241 Silverdust Lane,Cul-de-Sac,70,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.04,Chesterfield County,,,1,1,24000,SC-7244N (Chesterfield County) - ADT 70,Richmond,Richmond,SC,2550449,84.90014343
